ROW_ID,CATEGORY,SECTIONRANGE,SECTIONHEADER,SUBSECTIONRANGE,SUBSECTIONHEADER,CODESUFFIX,MINCODEINSUBSECTION,MAXCODEINSUBSECTION,SECTIONHEADER_CAT,SUBSECTIONHEADER_CAT
11147468,2,0016T-0207T,Performance measurement,0256T-0259T,Structural Measures,F,1437,15,3,16
15369362,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,3583,15,1,96
16217290,2,0001F-7025F,Performance measurement,2000F-2050F,Patient safety,F,6095,15,4,16
10541951,2,0016T-0207T,Performance measurement,0256T-0259T,"Therapeutic, preventive or other interventions",F,7010,2723,4,78
15391856,2,0016T-0207T,Performance measurement,3006F-3573F,Composite measures,F,4111,15,4,89
2887630,2,0256T-0259T,Emerging technology,0016T-0207T,Diagnostic/screening processes or results,F,7010,15,4,16
5810117,2,0001F-7025F,Performance measurement,0500F-0575F,Follow-up or other outcomes,F,3983,6271,5,58
14264064,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,7010,1866,5,59
10506423,2,0256T-0259T,Emerging technology,6005F-6045F,Physical examination,F,2392,15,5,100
6459081,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,7010,2771,5,16
6670692,2,0001F-7025F,Performance measurement,3006F-3573F,"Therapeutic, preventive or other interventions",F,4457,3114,4,21
10960799,2,0001F-7025F,Performance measurement,3006F-3573F,Temporary codes,F,7010,15,3,16
5183395,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,7010,15,4,16
10156021,2,0001F-7025F,Performance measurement,7010F-7025F,Physical examination,F,4637,15,4,16
4440827,2,0001F-7025F,Performance measurement,6005F-6045F,Physical examination,F,4868,15,4,25
10440350,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,5151,372,1,16
6389868,2,0001F-7025F,Performance measurement,0001F-0015F,"Therapeutic, preventive or other interventions",F,3352,15,4,46
1359988,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,7010,15,4,98
1089273,2,0256T-0259T,Performance measurement,6005F-6045F,Structural Measures,F,1,15,4,16
14756610,2,0001F-7025F,Performance measurement,1000F-1220F,Diagnostic/screening processes or results,T,7010,15,1,99
7050203,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,6338,15,4,16
8807721,2,0016T-0207T,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",T,1636,15,4,96
9611780,2,0001F-7025F,Performance measurement,0016T-0207T,Follow-up or other outcomes,F,4680,1031,3,16
6371714,2,0001F-7025F,Performance measurement,0001F-0015F,Temporary codes,F,5755,15,3,16
15863588,2,0001F-7025F,Performance measurement,2000F-2050F,Diagnostic/screening processes or results,F,6789,1163,1,16
15000830,2,0001F-7025F,Performance measurement,0500F-0575F,Physical examination,F,5232,15,3,16
8753988,2,0256T-0259T,Performance measurement,3006F-3573F,Composite measures,F,6928,15,4,16
6722238,2,0001F-7025F,Emerging technology,5005F-5100F,Patient history,F,6830,15,4,121
8308333,2,0001F-7025F,Performance measurement,6005F-6045F,Physical examination,F,7010,15,5,92
10121706,2,0001F-7025F,Performance measurement,6005F-6045F,Structural Measures,F,7010,15,4,37
9028155,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,15,2,16
8874398,2,0001F-7025F,Emerging technology,5005F-5100F,"Therapeutic, preventive or other interventions",F,7010,2513,4,16
8788069,2,0001F-7025F,Emerging technology,0500F-0575F,Physical examination,F,7010,2482,5,16
9856106,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,6195,15,1,53
3774340,2,0001F-7025F,Performance measurement,6005F-6045F,Structural Measures,F,6894,15,4,52
12269287,2,0001F-7025F,Performance measurement,5005F-5100F,Diagnostic/screening processes or results,T,6630,15,4,79
16422787,2,0001F-7025F,Performance measurement,3006F-3573F,Diagnostic/screening processes or results,F,7010,3001,4,16
2029741,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,7010,15,5,48
3901081,2,0001F-7025F,Performance measurement,3006F-3573F,Patient history,F,5378,1081,1,16
16026811,3,0001F-7025F,Performance measurement,0500F-0575F,Patient history,F,7010,1294,4,65
13069665,2,0256T-0259T,Performance measurement,0500F-0575F,Patient safety,F,5458,15,5,16
14887964,2,0001F-7025F,Emerging technology,0001F-0015F,Structural Measures,T,7010,5338,3,16
6840249,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,3740,15,3,51
10604413,3,0001F-7025F,Performance measurement,0001F-0015F,"Therapeutic, preventive or other interventions",F,7010,1295,5,16
10549351,2,0256T-0259T,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,7010,6300,4,77
5672763,2,0016T-0207T,Performance measurement,1000F-1220F,Patient management,F,448,15,1,16
9037884,2,0001F-7025F,Performance measurement,0500F-0575F,Patient management,F,5046,175,5,59
5147196,2,0001F-7025F,Performance measurement,5005F-5100F,Physical examination,F,2939,15,1,16
9148458,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,5711,15,5,89
13505595,2,0001F-7025F,Performance measurement,3006F-3573F,Temporary codes,F,7010,15,4,16
2920156,2,0001F-7025F,Emerging technology,0001F-0015F,Structural Measures,F,7010,15,3,21
12170822,2,0001F-7025F,Emerging technology,7010F-7025F,Physical examination,T,5947,1872,4,16
4301927,2,0001F-7025F,Performance measurement,0256T-0259T,Composite measures,F,7010,458,4,16
10703046,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,3904,1195,4,50
6045605,2,0001F-7025F,Performance measurement,2000F-2050F,Structural Measures,T,5644,4759,4,71
12839884,2,0001F-7025F,Emerging technology,3006F-3573F,Patient management,F,1257,1949,4,88
13521086,2,0001F-7025F,Emerging technology,2000F-2050F,Follow-up or other outcomes,F,7010,15,3,16
4123318,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,7010,4224,4,31
16667533,2,0001F-7025F,Performance measurement,4000F-4306F,Diagnostic/screening processes or results,F,5896,1425,5,27
5685671,2,0001F-7025F,Emerging technology,1000F-1220F,Physical examination,F,7010,15,4,16
304769,2,0001F-7025F,Performance measurement,0016T-0207T,Patient history,F,2973,15,4,30
13792549,2,0016T-0207T,Performance measurement,5005F-5100F,Structural Measures,F,4754,15,3,51
302348,2,0001F-7025F,Performance measurement,2000F-2050F,Patient history,T,6346,15,4,88
13931891,3,0256T-0259T,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,7010,4937,3,50
5518458,2,0001F-7025F,Performance measurement,0001F-0015F,Patient safety,F,7010,15,1,16
8284464,2,0256T-0259T,Performance measurement,0500F-0575F,Temporary codes,T,7010,2837,3,23
5822,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,T,4929,338,4,16
7556118,2,0001F-7025F,Performance measurement,1000F-1220F,Composite measures,F,7010,15,4,39
7151354,2,0001F-7025F,Emerging technology,0500F-0575F,Follow-up or other outcomes,F,6670,15,1,16
15380815,2,0001F-7025F,Performance measurement,0001F-0015F,"Therapeutic, preventive or other interventions",T,981,15,4,16
1685723,2,0001F-7025F,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,1,15,4,16
10828542,2,0001F-7025F,Performance measurement,7010F-7025F,Structural Measures,F,7010,15,5,25
8704687,2,0001F-7025F,Emerging technology,1000F-1220F,Diagnostic/screening processes or results,F,4205,1427,5,16
4339881,2,0001F-7025F,Performance measurement,0500F-0575F,Patient management,F,7010,15,4,122
6914894,2,0001F-7025F,Emerging technology,6005F-6045F,Diagnostic/screening processes or results,F,1008,15,4,16
16667829,2,0001F-7025F,Performance measurement,3006F-3573F,Physical examination,F,4083,15,4,16
16195355,2,0001F-7025F,Performance measurement,0500F-0575F,Patient management,T,7010,2699,4,37
6752807,2,0001F-7025F,Emerging technology,0256T-0259T,Patient history,F,4489,15,5,32
8673324,2,0001F-7025F,Performance measurement,0500F-0575F,Patient history,T,7010,2326,4,122
12391073,2,0001F-7025F,Performance measurement,1000F-1220F,Physical examination,T,7010,2570,5,45
15819624,2,0016T-0207T,Emerging technology,6005F-6045F,Patient safety,T,6674,15,4,43
3000927,2,0256T-0259T,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,1,15,4,16
6593402,2,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,F,5287,15,3,23
5464108,2,0001F-7025F,Performance measurement,3006F-3573F,Diagnostic/screening processes or results,F,7010,15,4,16
2447101,2,0001F-7025F,Performance measurement,0001F-0015F,Patient history,F,7010,15,5,16
1784174,2,0001F-7025F,Emerging technology,7010F-7025F,Patient safety,F,6673,3313,4,18
3475725,2,0001F-7025F,Performance measurement,7010F-7025F,Diagnostic/screening processes or results,F,4167,15,4,29
6294287,2,0256T-0259T,Performance measurement,3006F-3573F,Composite measures,F,7010,15,3,104
12086267,2,0001F-7025F,Performance measurement,6005F-6045F,Structural Measures,F,7010,471,5,54
2365989,2,0001F-7025F,Performance measurement,0001F-0015F,Structural Measures,F,2802,15,5,16
683995,2,0001F-7025F,Performance measurement,2000F-2050F,Structural Measures,F,6701,15,4,35
11635008,2,0001F-7025F,Performance measurement,7010F-7025F,Patient history,T,4538,15,4,17
571469,2,0001F-7025F,Emerging technology,3006F-3573F,Composite measures,F,2444,15,4,68
4054935,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,2298,2119,4,20
8328134,2,0001F-7025F,Performance measurement,2000F-2050F,Diagnostic/screening processes or results,T,7010,3389,5,101
9416306,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,1,15,3,22
5526370,2,0001F-7025F,Performance measurement,5005F-5100F,Composite measures,T,7010,1044,4,16
8746358,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,1,15,4,95
6259348,2,0001F-7025F,Performance measurement,1000F-1220F,Patient management,F,7010,2494,3,79
10132350,2,0016T-0207T,Performance measurement,7010F-7025F,Composite measures,T,7010,15,4,59
6313625,2,0001F-7025F,Performance measurement,0256T-0259T,"Therapeutic, preventive or other interventions",F,7010,15,5,37
4730956,2,0256T-0259T,Performance measurement,6005F-6045F,Temporary codes,F,7010,4061,2,22
10374036,2,0001F-7025F,Performance measurement,7010F-7025F,Structural Measures,F,1,15,3,16
9514469,2,0001F-7025F,Performance measurement,4000F-4306F,Diagnostic/screening processes or results,T,3583,15,4,36
6361531,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,6892,1403,4,97
12506409,2,0256T-0259T,Performance measurement,0500F-0575F,Patient safety,F,7010,3373,5,122
5635494,2,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,4235,129,4,16
9829500,2,0001F-7025F,Performance measurement,2000F-2050F,Diagnostic/screening processes or results,F,5995,15,4,59
13127613,2,0256T-0259T,Performance measurement,0256T-0259T,Follow-up or other outcomes,F,7010,15,5,16
16523365,2,0256T-0259T,Performance measurement,7010F-7025F,Composite measures,F,785,15,5,60
16462869,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,2216,261,4,75
9490813,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,7010,15,4,16
6300558,2,0256T-0259T,Emerging technology,4000F-4306F,Diagnostic/screening processes or results,F,5337,15,3,16
15517339,2,0016T-0207T,Performance measurement,5005F-5100F,Patient management,F,7010,15,3,51
7057337,2,0001F-7025F,Performance measurement,1000F-1220F,Composite measures,F,7010,15,4,21
12731776,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,7010,6360,5,35
6570723,3,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,F,7010,15,3,16
10310385,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,4942,4574,5,16
9527974,2,0001F-7025F,Emerging technology,0500F-0575F,Structural Measures,F,7010,15,3,42
14422488,2,0001F-7025F,Performance measurement,0500F-0575F,Patient management,T,7010,15,4,16
1815734,2,0001F-7025F,Performance measurement,4000F-4306F,Diagnostic/screening processes or results,F,7010,790,1,17
6305630,2,0001F-7025F,Performance measurement,5005F-5100F,"Therapeutic, preventive or other interventions",F,7010,15,4,61
11987056,2,0001F-7025F,Performance measurement,0001F-0015F,Physical examination,F,7010,15,3,17
10269404,2,0001F-7025F,Performance measurement,0256T-0259T,Patient history,F,7010,15,5,18
2071040,2,0001F-7025F,Performance measurement,0256T-0259T,Composite measures,F,7010,15,4,25
13437113,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,T,7010,15,3,16
10370130,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,F,1889,15,1,25
13856737,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,7010,15,5,34
3180545,2,0001F-7025F,Performance measurement,0001F-0015F,Physical examination,F,5774,15,4,16
7535280,2,0001F-7025F,Performance measurement,0500F-0575F,"Therapeutic, preventive or other interventions",F,4170,770,5,16
4310541,2,0001F-7025F,Performance measurement,0500F-0575F,Patient management,F,7010,3059,1,122
3501464,2,0001F-7025F,Performance measurement,3006F-3573F,Diagnostic/screening processes or results,F,3062,15,5,16
9249682,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,F,1,15,4,52
10863732,2,0016T-0207T,Performance measurement,0001F-0015F,"Therapeutic, preventive or other interventions",F,7010,15,4,16
11346646,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,7010,2242,5,16
11757937,2,0001F-7025F,Performance measurement,0256T-0259T,Structural Measures,F,4979,15,3,24
13941584,2,0001F-7025F,Performance measurement,7010F-7025F,Diagnostic/screening processes or results,F,1,15,5,16
6931486,2,0001F-7025F,Performance measurement,3006F-3573F,"Therapeutic, preventive or other interventions",F,7010,1467,5,23
12471154,3,0001F-7025F,Performance measurement,0256T-0259T,Follow-up or other outcomes,F,7010,48,1,16
6785072,2,0001F-7025F,Performance measurement,5005F-5100F,Structural Measures,F,4661,15,1,41
3515789,2,0001F-7025F,Performance measurement,4000F-4306F,Physical examination,F,7010,1778,3,16
16343964,2,0256T-0259T,Performance measurement,2000F-2050F,Temporary codes,F,3253,788,4,16
